;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Status Quo;;FW-Szenario 1 - Nur Versorgung der Altstadt;;;;;;;FW-Szenario 2  - Versorgung von Altstadt & Zusmmenschluss WHHW;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;1;6;241;;476;650;816;974;1.125;1.269;;476;650;971;1.710;1.995;2.268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;1;7;330;;480;652;817;973;1.122;1.265;;480;652;970;1.702;1.985;2.255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;1;8;394;;469;639;801;955;1.103;1.244;;469;639;953;1.674;1.953;2.220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;1;9;387;;467;633;793;945;1.090;1.228;;467;633;942;1.652;1.926;2.188;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;1;10;345;;458;621;777;924;1.066;1.201;;458;621;922;1.615;1.883;2.139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;1;11;313;;449;608;761;905;1.044;1.176;;449;608;903;1.580;1.842;2.092;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;1;12;301;;441;596;745;886;1.022;1.151;;441;596;884;1.546;1.802;2.047;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;1;13;267;;432;584;729;867;999;1.125;;432;584;865;1.510;1.760;1.998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;1;14;247;;425;573;715;850;979;1.102;;425;573;848;1.479;1.723;1.956;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;1;15;222;;418;563;702;834;960;1.081;;418;563;832;1.450;1.689;1.917;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;1;16;197;;410;552;689;818;941;1.059;;410;552;816;1.420;1.654;1.877;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;1;17;190;;403;542;675;801;922;1.038;;403;542;799;1.391;1.620;1.838;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;1;18;175;;398;534;665;789;908;1.021;;398;534;787;1.368;1.593;1.808;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;1;19;187;;394;528;657;779;896;1.008;;394;528;777;1.350;1.571;1.782;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;1;20;192;;391;524;652;773;888;999;;391;524;771;1.337;1.556;1.765;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;1;21;201;;389;520;647;766;881;990;;389;520;764;1.325;1.541;1.748;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;1;22;193;;385;516;640;759;872;980;;385;516;757;1.311;1.525;1.730;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;1;23;168;;382;511;634;751;863;970;;382;511;749;1.298;1.510;1.712;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;1;24;161;;379;506;628;744;854;960;;379;506;742;1.284;1.493;1.693;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;2;1;153;;376;502;623;738;848;953;;376;502;736;1.274;1.481;1.680;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;2;2;152;;374;499;619;733;842;946;;374;499;731;1.264;1.471;1.668;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;2;3;154;;372;497;616;729;837;941;;372;497;727;1.257;1.462;1.658;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;2;4;151;;373;497;615;728;836;939;;373;497;726;1.254;1.458;1.653;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;2;5;148;;366;490;608;721;828;931;;366;490;719;1.245;1.448;1.642;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;2;6;190;;349;472;590;702;809;912;;349;472;700;1.225;1.428;1.622;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;2;7;256;;328;451;569;681;788;891;;328;451;679;1.204;1.406;1.600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;2;8;305;;328;451;569;681;788;890;;328;451;679;1.202;1.405;1.598;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;2;9;262;;310;433;550;662;769;871;;310;433;660;1.183;1.385;1.578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;2;10;229;;305;428;545;657;763;865;;305;428;655;1.177;1.378;1.571;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;2;11;200;;304;426;543;654;760;862;;304;426;652;1.172;1.374;1.566;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;2;12;178;;308;430;547;657;763;864;;308;430;656;1.174;1.374;1.565;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;2;13;162;;306;427;544;654;759;860;;306;427;652;1.168;1.368;1.558;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;2;14;149;;304;424;540;650;755;855;;304;424;648;1.162;1.360;1.550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;2;15;123;;301;421;536;645;750;849;;301;421;644;1.154;1.352;1.541;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;2;16;101;;299;418;532;641;744;843;;299;418;639;1.146;1.342;1.530;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;2;17;111;;297;415;529;636;739;837;;297;415;635;1.138;1.332;1.518;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;2;18;109;;294;411;524;630;732;830;;294;411;629;1.128;1.321;1.505;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;2;19;144;;292;408;519;625;726;822;;292;408;623;1.117;1.308;1.491;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;2;20;147;;289;404;514;618;718;813;;289;404;616;1.105;1.294;1.474;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;2;21;156;;285;398;507;610;708;802;;285;398;608;1.090;1.276;1.454;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;2;22;148;;281;392;499;600;697;789;;281;392;598;1.072;1.256;1.431;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;2;23;121;;277;386;491;591;686;777;;277;386;589;1.056;1.236;1.408;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;2;24;127;;273;380;484;582;676;765;;273;380;580;1.040;1.217;1.387;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;3;1;123;;270;376;479;576;668;757;;270;376;574;1.028;1.204;1.371;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;3;2;128;;267;372;473;569;661;748;;267;372;567;1.016;1.189;1.355;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;3;3;136;;264;368;468;563;653;740;;264;368;561;1.005;1.176;1.340;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;3;4;138;;261;364;463;557;646;732;;261;364;555;993;1.163;1.325;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;3;5;140;;259;360;458;550;639;723;;259;360;549;982;1.150;1.310;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;3;6;186;;256;356;453;544;632;715;;256;356;543;971;1.136;1.295;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;3;7;252;;253;353;448;538;625;707;;253;353;537;960;1.124;1.281;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;3;8;299;;250;347;441;530;615;696;;250;347;529;945;1.106;1.260;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;3;9;253;;244;339;430;517;599;678;;244;339;515;921;1.077;1.227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;3;10;217;;236;329;418;502;583;660;;236;329;501;896;1.049;1.195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;3;11;186;;231;322;408;491;570;645;;231;322;489;875;1.024;1.167;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;3;12;164;;220;309;394;474;551;625;;220;309;473;850;995;1.134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;3;13;144;;217;303;386;465;540;612;;217;303;464;832;974;1.110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;3;14;128;;213;297;378;455;529;599;;213;297;454;814;953;1.086;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;3;15;96;;208;291;370;445;517;585;;208;291;444;795;931;1.061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;3;16;71;;206;288;366;441;512;580;;206;288;439;787;922;1.050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;3;17;82;;205;286;364;437;508;575;;205;286;436;782;915;1.043;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;3;18;74;;203;284;361;435;505;572;;203;284;434;777;910;1.037;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;3;19;100;;202;283;360;433;503;569;;202;283;432;774;906;1.032;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;3;20;98;;200;280;357;430;499;566;;200;280;429;769;901;1.027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;3;21;98;;200;280;357;429;499;565;;200;280;428;768;900;1.025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;3;22;93;;201;281;358;430;500;566;;201;281;429;769;900;1.026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;3;23;67;;202;282;358;431;501;567;;202;282;430;771;903;1.029;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;3;24;89;;202;283;360;433;503;570;;202;283;432;774;906;1.033;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;4;1;82;;203;284;361;434;504;571;;203;284;433;776;909;1.036;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;4;2;91;;204;285;362;436;506;573;;204;285;434;779;912;1.039;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;4;3;97;;204;286;364;437;508;576;;204;286;436;782;916;1.044;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;4;4;101;;203;285;363;437;508;576;;203;285;436;783;918;1.046;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;4;5;102;;203;285;364;438;510;578;;203;285;437;786;921;1.050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;4;6;151;;204;286;365;440;512;580;;204;286;439;790;926;1.055;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;4;7;200;;205;288;367;443;515;583;;205;288;441;794;930;1.061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;4;8;217;;207;291;371;447;520;590;;207;291;446;803;941;1.072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;4;9;176;;212;298;380;458;533;604;;212;298;457;822;964;1.099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;4;10;149;;219;307;391;471;548;621;;219;307;470;845;990;1.128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;4;11;119;;225;316;402;484;563;638;;225;316;483;868;1.017;1.159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;4;12;101;;232;325;414;499;580;657;;232;325;497;893;1.046;1.193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;4;13;81;;238;334;426;513;597;676;;238;334;512;920;1.078;1.229;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;4;14;66;;246;345;440;530;616;698;;246;345;528;950;1.113;1.269;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;4;15;69;;254;357;455;548;638;723;;254;357;547;984;1.153;1.314;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;4;16;55;;261;366;468;563;655;743;;261;366;562;1.011;1.185;1.351;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;4;17;67;;268;376;481;579;673;764;;268;376;578;1.040;1.218;1.389;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;4;18;64;;275;386;493;594;691;784;;275;386;593;1.067;1.250;1.426;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;4;19;87;;281;395;505;608;708;803;;281;395;607;1.093;1.281;1.460;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;4;20;94;;288;405;517;623;725;822;;288;405;621;1.119;1.312;1.496;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;4;21;99;;295;414;529;638;742;842;;295;414;636;1.146;1.343;1.532;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;4;22;100;;302;424;542;654;761;863;;302;424;652;1.175;1.377;1.570;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;4;23;77;;308;434;554;669;778;882;;308;434;667;1.202;1.409;1.607;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;4;24;97;;315;443;567;683;795;902;;315;443;681;1.229;1.440;1.642;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;5;1;92;;320;450;576;694;808;916;;320;450;692;1.248;1.463;1.669;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;5;2;102;;325;458;585;706;821;931;;325;458;704;1.269;1.488;1.697;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;5;3;109;;330;464;594;716;833;945;;330;464;714;1.288;1.510;1.722;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;5;4;113;;334;471;602;727;845;959;;334;471;725;1.307;1.532;1.747;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;5;5;115;;339;478;611;737;857;973;;339;478;735;1.326;1.554;1.772;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;5;6;165;;344;485;620;748;870;987;;344;485;746;1.345;1.577;1.799;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;5;7;230;;348;491;628;758;882;1.001;;348;491;756;1.364;1.599;1.823;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;5;8;280;;355;500;640;772;898;1.019;;355;500;770;1.389;1.628;1.857;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;5;9;247;;361;510;653;788;917;1.041;;361;510;786;1.419;1.663;1.897;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;5;10;223;;370;523;669;808;941;1.068;;370;523;806;1.456;1.707;1.947;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;5;11;202;;378;535;685;827;963;1.092;;378;535;824;1.490;1.747;1.993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;5;12;191;;386;546;699;844;983;1.115;;386;546;842;1.521;1.784;2.036;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;5;13;182;;394;557;714;862;1.004;1.140;;394;557;860;1.555;1.824;2.081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;5;14;178;;401;567;727;878;1.023;1.161;;401;567;876;1.584;1.858;2.119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;5;15;160;;408;577;739;893;1.040;1.180;;408;577;890;1.610;1.888;2.154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;5;16;148;;415;587;752;908;1.057;1.200;;415;587;905;1.637;1.920;2.191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;5;17;158;;421;595;763;922;1.073;1.218;;421;595;919;1.662;1.950;2.225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;5;18;151;;433;610;780;940;1.094;1.241;;433;610;938;1.690;1.981;2.259;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;5;19;175;;450;629;800;963;1.118;1.267;;450;629;960;1.721;2.015;2.296;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;5;20;183;;465;645;818;982;1.138;1.288;;465;645;979;1.746;2.042;2.326;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;5;21;195;;470;651;826;991;1.149;1.300;;470;651;988;1.762;2.061;2.347;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;5;22;189;;482;665;841;1.008;1.167;1.320;;482;665;1.005;1.786;2.088;2.376;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;5;23;166;;488;673;851;1.019;1.180;1.334;;488;673;1.016;1.804;2.109;2.400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;5;24;163;;493;679;859;1.028;1.191;1.346;;493;679;1.026;1.821;2.129;2.423;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;6;1;161;;506;694;875;1.046;1.210;1.366;;506;694;1.043;1.845;2.155;2.451;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;6;2;164;;529;719;901;1.074;1.239;1.397;;529;719;1.071;1.880;2.193;2.491;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;6;3;173;;543;735;919;1.093;1.259;1.418;;543;735;1.090;1.906;2.221;2.522;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;6;4;175;;549;742;928;1.103;1.271;1.431;;549;742;1.100;1.923;2.241;2.545;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;6;5;181;;555;750;936;1.113;1.283;1.444;;555;750;1.110;1.939;2.260;2.566;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;6;6;226;;574;770;959;1.137;1.308;1.471;;574;770;1.134;1.969;2.292;2.601;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;6;7;313;;593;791;980;1.159;1.331;1.495;;593;791;1.157;1.997;2.322;2.632;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;6;8;382;;608;807;997;1.178;1.351;1.516;;608;807;1.175;2.022;2.349;2.662;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;6;9;373;;625;825;1.016;1.198;1.372;1.538;;625;825;1.195;2.047;2.376;2.691;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;6;10;337;;641;842;1.035;1.218;1.394;1.561;;641;842;1.215;2.073;2.405;2.722;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;6;11;310;;643;846;1.040;1.224;1.400;1.568;;643;846;1.221;2.082;2.415;2.734;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;6;12;304;;645;847;1.042;1.226;1.403;1.571;;645;847;1.223;2.087;2.420;2.739;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;6;13;278;;645;847;1.042;1.226;1.403;1.571;;645;847;1.223;2.087;2.421;2.740;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;6;14;264;;644;846;1.040;1.224;1.400;1.568;;644;846;1.221;2.082;2.415;2.733;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;6;15;251;;641;843;1.036;1.219;1.394;1.561;;641;843;1.216;2.073;2.405;2.722;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;6;16;232;;638;838;1.030;1.212;1.386;1.552;;638;838;1.209;2.061;2.391;2.705;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;6;17;227;;635;834;1.025;1.205;1.378;1.543;;635;834;1.202;2.048;2.375;2.688;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;6;18;213;;625;822;1.012;1.191;1.363;1.527;;625;822;1.188;2.029;2.354;2.664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
